"Programme";"ID"
"SBT-ENI-TB";"SBT-ENI-TB_318_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_319_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_32_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_320_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_322_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_323_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_324_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_325_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_33_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_331_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_332_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_337_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_339_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_34_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_341_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_342_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_346_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_347_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_349_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_35_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_353_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_354_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_36_2020_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_361_2020_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_367_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_368_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_369_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_370_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_371_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_373_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_374_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_38_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_380_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_386_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_389_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_39_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_390_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_391_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_396_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_397_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_399_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_4_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_400_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_406_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_407_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_408_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_409_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_41_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_410_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_412_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_417_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_428_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_43_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_430_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_431_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_433_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_439_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_440_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_446_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_451_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_453_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_454_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_456_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_46_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_462_2020_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_465_2020_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_47_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_474_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_490_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_494_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_497_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_498_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_500_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_506_2020_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_507_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_509_2020_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_522_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_53_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_536_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_537_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_538_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_54_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_541_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_542_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_544_2020_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_545_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_551_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_552_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_557_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_558_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_559_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_563_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_564_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_59_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_6_2020_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_65_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_66_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_68_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_69_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_70_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_8_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_85_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_86_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_88_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_89_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_90_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_91_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_92_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_96_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_97_2021_NA_NA"
